Sentence #,Word,Tag
,Su,I-I.GENE
,Hon,I-I.GENE
,",",O
,said,O
,Pyongyang,B-B.GENE
,would,O
,impose,O
,no,O
,conditions,O
,on,O
,a,O
,visit,O
,by,O
,U.S.,B-B.GENE
,Assistant,O
,Secretary,O
,of,O
,State,B-B.GENE
,Christopher,I-I.GENE
,Hill,I-I.GENE
,.,O
Sentence: 2869,Washington,B-B.GENE
,has,O
,not,O
,commented,O
,on,O
,the,O
,proposal,O
,.,O
Sentence: 2870,Also,O
,Thursday,B-B.GENE
,",",O
,North,B-B.GENE
,Korea,I-I.GENE
,said,O
,the,O
,United,B-B.GENE
,States,I-I.GENE
,should,O
,provide,O
,it,O
,with,O
,civilian,O
,nuclear,O
,reactors,O
,"""",O
,as,O
,soon,O
,as,O
,possible,O
,"""",O
,to,O
,build,O
,confidence,O
,in,O
,Monday,B-B.GENE
,'s,O
,nuclear,O
,disarmament,O
,agreement,O
,.,O
Sentence: 2871,Washington,B-B.GENE
,has,O
,rejected,O
,that,O
,demand,O
,.,O
Sentence: 2872,Meanwhile,O
,",",O
,Japan,B-B.GENE
,'s,O
,Kyodo,B-B.GENE
,news,O
,agency,O
,reports,O
,Pyongyang,B-B.GENE
,has,O
,agreed,O
,to,O
,talks,O
,with,O
,Japan,B-B.GENE
,in,O
,October,B-B.GENE
,on,O
,a,O
,range,O
,of,O
,issues,O
,",",O
,including,O
,Pyongyang,B-B.GENE
,'s,O
,nuclear,O
,weapons,O
,program,O
,.,O
Sentence: 2873,Their,O
,disputes,O
,include,O
,North,B-B.GENE
,Korea,I-I.GENE
,'s,O
,missile,O
,program,O
,and,O
,the,O
,unresolved,O
,cases,O
,of,O
,Japanese,B-B.GENE
,citizens,O
,kidnapped,O
,by,O
,Pyongyang,B-B.GENE
,in,O
,the,O
,1970s,B-B.GENE
,and,I-I.GENE
,80s,I-I.GENE
,.,O
Sentence: 2874,Lawyers,O
,for,O
,a,O
,former,O
,California,B-B.GENE
,gang,O
,leader,O
,have,O
,asked,O
,the,O
,state,O
,supreme,O
,court,O
,to,O
,block,O
,his,O
,execution,O
,Tuesday,B-B.GENE
,",",O
,while,O
,California,B-B.GENE
,Governor,I-I.GENE
,Arnold,I-I.GENE
,Schwarzenegger,I-I.GENE
,considers,O
,granting,O
,clemency,O
,.,O
Sentence: 2875,Stanley,B-B.GENE
,"""",O
,Tookie,B-B.GENE
,"""",O
,Williams,B-B.GENE
,has,O
,been,O
,convicted,O
,of,O
,four,O
,murders,O
,and,O
,was,O
,the,O
,co-founder,O
,of,O
,the,O
,infamous,O
,Crips,B-B.GENE
,street,O
,gang,O
,.,O
Sentence: 2876,His,O
,case,O
,has,O
,attracted,O
,international,O
,attention,O
,because,O
,Williams,B-B.GENE
,is,O
,the,O
,author,O
,of,O
,a,O
,series,O
,of,O
,children,O
,'s,O
,books,O
,warning,O
,young,O
,people,O
,about,O
,the,O
,dangers,O
,of,O
,gangs,O
,.,O
Sentence: 2877,His,O
,lawyers,O
,argue,O
,that,O
,the,O
,books,O
,are,O
,evidence,O
,that,O
,Williams,B-B.GENE
,has,O
,turned,O
,his,O
,life,O
,around,O
,during,O
,his,B-B.GENE
,24,I-I.GENE
,years,O
,in,B-B.GENE
,prison,I-I.GENE
,.,O
Sentence: 2878,Williams,B-B.GENE
,has,O
,apologized,O
,for,O
,his,O
,gang,O
,activity,O
,",",O
,but,O
,denies,O
,committing,O
,the,O
,1979,B-B.GENE
,murders,O
,.,O
Sentence: 2879,In,O
,an,O
,earlier,O
,appeal,O
,",",O
,the,O
,California,B-B.GENE
,high,O
,court,O
,upheld,O
,Williams,B-B.GENE
,',O
,conviction,O
,.,O
Sentence: 2880,Mr.,B-B.GENE
,Schwarzenegger,B-B.GENE
,'s,O
,decision,O
,on,O
,clemency,O
,is,O
,expected,O
,Monday,B-B.GENE
,.,O
Sentence: 2881,In,O
,two,O
,other,O
,death,O
,penalty,O
,cases,O
,he,O
,has,O
,refused,O
,clemency,O
,appeals,O
,.,O
Sentence: 2882,Saturday,B-B.GENE
,is,O
,the,O
,last,O
,day,O
,for,O
,Iran,B-B.GENE
,'s,O
,presidential,O
,hopefuls,O
,to,O
,apply,O
,as,O
,candidates,O
,in,O
,the,O
,June,B-B.GENE
,election,I-I.GENE
,.,O
Sentence: 2883,Applicants,O
,on,O
,the,O
,final,O
,day,O
,include,O
,former,O
,state,O
,broadcasting,O
,chief,O
,Ali,B-B.GENE
,Larijani,I-I.GENE
,",",O
,a,O
,conservative,O
,who,O
,once,O
,was,O
,an,O
,advisor,O
,to,O
,Supreme,B-B.GENE
,Leader,I-I.GENE
,Ayatollah,I-I.GENE
,Ali,I-I.GENE
,Khamenei,I-I.GENE
,.,O
Sentence: 2884,Former,O
,foreign,O
,minister,O
,Ibrahim,B-B.GENE
,Yazdi,I-I.GENE
,also,O
,signed,O
,up,O
,for,O
,the,O
,ballot,O
,to,O
,elect,O
,a,O
,successor,O
,to,O
,President,B-B.GENE
,Mohammad,I-I.GENE
,Khatami,I-I.GENE
,.,O
Sentence: 2885,Hundreds,O
,of,O
,people,O
,have,O
,applied,O
,to,O
,run,O
,in,O
,the,O
,election,O
,-,O
,among,O
,them,O
,highly,O
,favored,O
,two-time,O
,president,B-B.GENE
,Akbar,B-B.GENE
,Hashemi,I-I.GENE
,Rafsanjani,I-I.GENE
,.,O
Sentence: 2886,The,O
,past,O
,chief,O
,of,O
,the,O
,national,O
,police,O
,",",O
,Bager,B-B.GENE
,Qalibaf,I-I.GENE
,",",O
,and,O
,the,O
,mayor,O
,of,O
,Tehran,B-B.GENE
,",",O
,Mahmoud,B-B.GENE
,Ahmadinejad,I-I.GENE
,",",O
,are,O
,also,O
,seeking,O
,the,O
,presidency,O
,.,O
Sentence: 2887,After,O
,the,O
,registration,O
,period,O
,ends,O
,",",O
,applicants,O
,will,O
,be,O
,screened,O
,by,O
,the,O
,Guardians,B-B.GENE
,Council,I-I.GENE
,",",O
,which,O
,will,O
,determine,O
,the,O
,make-up,O
,of,O
,the,O
,presidential,O
,ballot,O
,.,O
Sentence: 2888,The,O
,leader,O
,of,O
,the,O
,Shi'ite,B-B.GENE
,militant,O
,group,O
,Hezbollah,B-B.GENE
,is,O
,blaming,O
,President,B-B.GENE
,Bush,I-I.GENE
,for,O
,last,O
,week,O
,'s,O
,sectarian,O
,violence,O
,in,O
,Lebanon,B-B.GENE
,.,O
Sentence: 2889,Speaking,O
,to,O
,a,O
,large,O
,crowd,O
,in,O
,Beirut,B-B.GENE
,Tuesday,B-B.GENE
,",",O
,Hassan,B-B.GENE
,Nasrallah,I-I.GENE
,accused,O
,Mr.,B-B.GENE
,Bush,I-I.GENE
,and,O
,U.S.,B-B.GENE
,Secretary,B-B.GENE
,of,I-I.GENE
,State,I-I.GENE
,Condoleezza,I-I.GENE
,Rice,I-I.GENE
,of,O
,seeking,O
,to,O
,spark,O
,a,O
,civil,O
,war,O
,in,O
,Lebanon,B-B.GENE
,.,O
Sentence: 2890,He,O
,also,O
,asserted,O
,that,O
,the,O
,Bush,B-B.GENE
,administration,O
,ordered,O
,Israel,B-B.GENE
,to,O
,attack,O
,Hezbollah,B-B.GENE
,positions,O
,in,O
,the,O
,country,O
,last,O
,year,O
,.,O
Sentence: 2891,The,O
,July-August,O
,war,O
,between,O
,Israel,B-B.GENE
,and,O
,Hezbollah,B-B.GENE
,killed,O
,about,O
,"1,200",O
,people,O
,in,O
,Lebanon,B-B.GENE
,and,O
,about,O
,160,O
,Israelis,B-B.GENE
,.,O
Sentence: 2892,On,O
,Monday,B-B.GENE
,",",O
,President,B-B.GENE
,Bush,I-I.GENE
,said,O
,Hezbollah,B-B.GENE
,",",O
,along,O
,with,O
,Syria,B-B.GENE
,and,O
,Iran,B-B.GENE
,",",O
,are,O
,responsible,O
,for,O
,last,O
,week,O
,'s,O
,violence,O
,in,O
,Lebanon,B-B.GENE
,between,O
,government,O
,supporters,O
,and,O
,the,O
,Hezbollah-led,O
,opposition,O
,.,O
Sentence: 2893,Seven,O
,people,O
,were,O
,killed,O
,and,O
,more,O
,than,O
,100,O
,wounded,O
,.,O
Sentence: 2894,Some,O
,in,O
,Lebanon,B-B.GENE
,are,O
,concerned,O
,that,O
,sectarian,O
,tensions,O
,will,O
,spin,O
,out,O
,of,O
,control,O
,and,O
,might,O
,lead,O
,to,O
,a,O
,civil,O
,war,O
,like,O
,the,O
,one,O
,that,O
,raged,O
,from,O
,1975,B-B.GENE
,to,I-I.GENE
,1990,I-I.GENE
,.,O
Sentence: 2895,United,B-B.GENE
,Nations,I-I.GENE
,Secretary-General,I-I.GENE
,Kofi,B-B.GENE
,Annan,I-I.GENE
,says,O
,it,O
,is,O
,very,O
,unlikely,O
,that,O
,security,O
,operations,O
,in,O
,Iraq,B-B.GENE
,would,O
,be,O
,transferred,O
,from,O
,U.S.-led,O
,troops,O
,to,O
,U.N.,B-B.GENE
,peacekeepers,O
,.,O
Sentence: 2896,Speaking,O
,on,O
,the,O
,sidelines,O
,of,O
,a,O
,security,O
,conference,O
,in,O
,Munich,B-B.GENE
,",",I-I.GENE
,Mr.,B-B.GENE
,Annan,I-I.GENE
,said,O
,at,O
,this,O
,stage,O
,",",O
,the,O
,United,B-B.GENE
,Nations,I-I.GENE
,hopes,O
,to,O
,help,O
,more,O
,with,O
,Iraq,B-B.GENE
,'s,O
,post-war,O
,reconstruction,O
,.,O
Sentence: 2897,Mr.,B-B.GENE
,Annan,I-I.GENE
,told,O
,the,O
,British,B-B.GENE
,Broadcasting,I-I.GENE
,Corporation,I-I.GENE
,the,O
,world,O
,body,O
,could,O
,help,O
,with,O
,training,O
,ministry,O
,officials,O
,and,O
,rebuilding,O
,the,O
,war-damaged,O
,country,O
,.,O
Sentence: 2898,On,O
,another,O
,issue,O
,",",O
,Mr.,B-B.GENE
,Annan,I-I.GENE
,said,O
,he,O
,has,O
,no,O
,plans,O
,to,O
,resign,O
,over,O
,allegations,O
,of,O
,bribes,O
,and,O
,kickbacks,O
,in,O
,the,O
,U.N.-supervised,O
,oil-for-food,O
,program,O
,in,O
,Iraq,B-B.GENE
,.,O
Sentence: 2899,Competitive,O
,diving,O
,is,O
,one,O
,of,O
,the,O
,sports,O
,guaranteed,O
,to,O
,attract,O
,a,O
,large,O
,audience,O
,at,O
,the,O
,Summer,B-B.GENE
,Olympics,I-I.GENE
,in,O
,Beijing,B-B.GENE
,.,O
Sentence: 2900,Recreational,O
,diving,O
,is,O
,also,O
,a,O
,growing,O
,amateur,O
,sport,O
,in,O
,the,O
,U.S.,B-B.GENE
Sentence: 2901,Unfortunately,O
,",",O
,the,O
,joy,O
,of,O
,jumping,O
,off,O
,the,O
,diving,O
,board,O
,at,O
,the,O
,local,O
,swimming,O
,pool,O
,has,O
,too,O
,often,O
,been,O
,spoiled,O
,by,O
,a,O
,trip,O
,to,O
,the,O
,emergency,O
,room,O
,.,O
Sentence: 2902,VOA,B-B.GENE
,'s,O
,Melinda,B-B.GENE
,Smith,I-I.GENE
,has,O
,details,O
,of,O
,a,O
,new,O
,study,O
,showing,O
,that,O
,at,O
,least,O
,"6,000",O
,children,O
,in,O
,the,O
,U.S.,B-B.GENE
,are,O
,hurt,O
,every,O
,year,O
,in,O
,diving,O
,accidents,O
,.,O
Sentence: 2903,Venezuelan,B-B.GENE
,authorities,O
,say,O
,a,O
,new,O
,outbreak,O
,of,O
,fighting,O
,among,O
,inmates,O
,at,O
,a,O
,crowded,O
,prison,O
,has,O
,left,O
,six,O
,more,O
,prisoners,O
,dead,O
,.,O
Sentence: 2904,Earlier,O
,this,O
,week,O
,",",O
,16,O
,prisoners,O
,were,O
,killed,O
,at,O
,Uribana,B-B.GENE
,prison,O
,when,O
,rival,O
,gangs,O
,fought,O
,for,O
,control,O
,of,O
,two,O
,cell,O
,blocks,O
,.,O
Sentence: 2905,National,B-B.GENE
,guard,O
,troops,O
,were,O
,called,O
,to,O
,maintain,O
,order,O
,at,O
,the,O
,prison,O
,",",O
,located,O
,west,O
,of,O
,the,O
,capital,O
,",",O
,Caracas,B-B.GENE
,.,O
Sentence: 2906,Riots,O
,",",O
,murders,O
,and,O
,other,O
,violence,O
,are,O
,common,O
,in,O
,Venezuela,B-B.GENE
,'s,O
,overcrowded,O
,prisons,O
,.,O
Sentence: 2907,An,O
,official,O
,with,O
,Canada,B-B.GENE
,'s,O
,spy,O
,agency,O
,has,O
,said,O
,that,O
,potential,O
,terrorists,O
,already,O
,reside,O
,inside,O
,the,O
,country,O
,",",O
,and,O
,that,O
,some,O
,have,O
,been,O
,schooled,O
,in,O
,al-Qaida,B-B.GENE
,training,O
,camps,O
,.,O
Sentence: 2908,Jack,B-B.GENE
,Hooper,I-I.GENE
,",",O
,the,O
,deputy,O
,director,O
,of,O
,the,O
,Canadian,B-B.GENE
,Security,I-I.GENE
,Intelligence,I-I.GENE
,Service,I-I.GENE
,",",O
,spoke,O
,Monday,B-B.GENE
,in,O
,Ottawa,B-B.GENE
,to,O
,a,O
,legislative,O
,committee,O
,studying,O
,Canada,B-B.GENE
,'s,O
,involvement,O
,in,O
,Afghanistan,B-B.GENE
,.,O
Sentence: 2909,Hooper,B-B.GENE
,told,O
,the,O
,lawmakers,O
,Canada,B-B.GENE
,faces,O
,a,O
,threat,O
,from,O
,home-grown,O
,terrorists,O
,.,O
Sentence: 2910,He,O
,said,O
,that,O
,all,O
,the,O
,circumstances,O
,which,O
,produced,O
,the,O
,London,B-B.GENE
,transit,O
,bombing,O
,are,O
,present,O
,now,O
,in,O
,Canada,B-B.GENE
,.,O
Sentence: 2911,Hooper,B-B.GENE
,said,O
,that,O
,many,O
,of,O
,the,O
,home-grown,O
,terrorists,O
,are,O
,Canadian,B-B.GENE
,citizens,O
,.,O
Sentence: 2912,He,O
,also,O
,cautioned,O
,that,O
,his,O
,agency,O
,has,O
,been,O
,able,O
,to,O
,investigate,O
,only,O
,10,O
,percent,O
,of,O
,the,O
,immigrants,O
,who,O
,have,O
,come,O
,to,O
,Canada,B-B.GENE
,during,O
,the,O
,past,B-B.GENE
,five,I-I.GENE
,years,O
,from,B-B.GENE
,Pakistan,I-I.GENE
,and,O
,Afghanistan,B-B.GENE
,.,O
Sentence: 2913,Venezuelan,B-B.GENE
,President,B-B.GENE
,Hugo,I-I.GENE
,Chavez,I-I.GENE
,has,O
,met,O
,twice,O
,with,O
,the,O
,ailing,O
,former,O
,Cuban,B-B.GENE
,leader,O
,Fidel,B-B.GENE
,Castro,I-I.GENE
,during,O
,a,O
,short,O
,visit,O
,to,O
,Havana,B-B.GENE
,.,O
Sentence: 2914,Cuba,B-B.GENE
,'s,O
,state-run,O
,media,O
,says,O
,the,O
,first,O
,meeting,O
,took,O
,place,O
,after,O
,Mr.,B-B.GENE
,Chavez,I-I.GENE
,arrived,O
,Friday,B-B.GENE
,night,I-I.GENE
,.,O
Sentence: 2915,The,O
,Venezuelan,B-B.GENE
,leader,O
,met,O
,again,O
,with,O
,Mr.,B-B.GENE
,Castro,I-I.GENE
,and,O
,his,O
,brother,O
,",",O
,Cuban,B-B.GENE
,President,B-B.GENE
,Raul,I-I.GENE
,Castro,I-I.GENE
,",",O
,on,O
,Saturday,B-B.GENE
,before,O
,Mr.,B-B.GENE
,Chavez,I-I.GENE
,'s,O
,afternoon,B-B.GENE
,departure,O
,.,O
Sentence: 2916,The,O
,former,O
,Cuban,B-B.GENE
,president,O
,and,O
,Mr.,B-B.GENE
,Chavez,I-I.GENE
,were,O
,reported,O
,to,O
,have,O
,discussed,O
,their,O
,countries,O
,',O
,"""",O
,fruitful,O
,ties,O
,"""",O
,and,O
,the,O
,global,O
,economic,O
,crisis,O
,and,O
,its,O
,consequences,O
,for,O
,Latin,B-B.GENE
,America,I-I.GENE
,and,O
,the,O
,Caribbean,B-B.GENE
,.,O
Sentence: 2917,No,O
,images,O
,of,O
,Fidel,B-B.GENE
,Castro,I-I.GENE
,were,O
,released,O
,from,O
,the,O
,meetings,O
,.,O
Sentence: 2918,He,O
,has,O
,not,O
,been,O
,seen,O
,in,O
,public,O
,since,O
,2006,B-B.GENE
,when,O
,he,O
,underwent,O
,surgery,O
,and,O
,ceded,O
,power,O
,to,O
,his,O
,younger,O
,brother,O
,.,O
Sentence: 2919,The,O
,trip,O
,to,O
,Cuba,B-B.GENE
,was,O
,President,B-B.GENE
,Chavez,I-I.GENE
,'s,O
,first,O
,since,O
,winning,O
,a,O
,referendum,O
,this,O
,month,O
,that,O
,removes,O
,term,O
,limits,O
,on,O
,his,O
,presidency,O
,and,O
,allows,O
,him,O
,to,O
,seek,O
,re-election,O
,.,O
Sentence: 2920,The,B-B.GENE
,Organization,I-I.GENE
,of,I-I.GENE
,American,I-I.GENE
,States,I-I.GENE
,says,O
,it,O
,will,O
,send,O
,election,O
,observers,O
,to,O
,monitor,O
,Suriname,B-B.GENE
,'s,O
,parliamentary,O
,elections,O
,to,O
,be,O
,held,O
,May,B-B.GENE
,25,I-I.GENE
,.,O
Sentence: 2921,The,B-B.GENE
,OAS,I-I.GENE
,and,O
,Suriname,B-B.GENE
,officials,O
,agreed,O
,to,O
,the,O
,monitors,O
,Friday,B-B.GENE
,in,O
,Washington,B-B.GENE
,.,O
Sentence: 2922,The,O
,ruling,O
,coalition,O
,in,O
,Suriname,B-B.GENE
,faces,O
,opposition,O
,from,O
,the,O
,National,B-B.GENE
,Democratic,I-I.GENE
,Party,I-I.GENE
,",",O
,which,O
,says,O
,its,O
,leader,O
,",",O
,former,O
,dictator,O
,Desi,B-B.GENE
,Bouterse,I-I.GENE
,",",O
,would,O
,become,O
,president,O
,if,O
,the,O
,party,O
,wins,O
,the,O
,elections,O
,.,O
Sentence: 2923,The,O
,United,B-B.GENE
,States,I-I.GENE
,has,O
,warned,O
,that,O
,relations,O
,with,O
,Suriname,B-B.GENE
,would,O
,suffer,O
,if,O
,Bouterse,B-B.GENE
,takes,O
,power,O
,.,O
Sentence: 2924,He,O
,was,O
,convicted,O
,in,O
,the,O
,Netherlands,B-B.GENE
,six,B-B.GENE
,years,O
,ago,O
,for,O
,illegal,O
,drug,O
,trafficking,O
,",",O
,and,O
,sentenced,O
,to,O
,11,O
,years,O
,in,O
,prison,O
,.,O
Sentence: 2925,However,O
,",",O
,he,O
,was,O
,never,O
,sent,O
,to,O
,the,O
,Netherlands,B-B.GENE
,as,O
,the,O
,two,O
,countries,O
,do,O
,not,O
,have,O
,an,O
,extradition,O
,agreement,O
,.,O
Sentence: 2926,Bouterse,B-B.GENE
,",",O
,who,O
,is,O
,an,O
,elected,O
,member,O
,of,O
,parliament,O
,",",O
,led,O
,a,O
,successful,O
,military,O
,coup,O
,in,O
,Suriname,B-B.GENE
,in,O
,1980,B-B.GENE
,",",O
,and,O
,ruled,O
,the,O
,South,O
,American,B-B.GENE
,country,O
,for,O
,nearly,O
,a,O
,decade,B-B.GENE
,.,O
Sentence: 2927,The,O
,Vatican,B-B.GENE
,says,O
,Pope,B-B.GENE
,John,I-I.GENE
,Paul,I-I.GENE
,has,O
,canceled,O
,his,O
,scheduled,O
,audiences,O
,for,O
,the,O
,next,O
,few,B-B.GENE
,days,O
,because,O
,he,O
,has,O
,the,O
,flu,O
,.,O
Sentence: 2928,The,O
,Roman,B-B.GENE
,Catholic,I-I.GENE
,pontiff,O
,also,O
,canceled,O
,his,O
,audiences,O
,on,O
,Monday,B-B.GENE
,.,O
Sentence: 2929,It,O
,is,O
,the,O
,first,O
,time,O
,in,O
,more,O
,than,O
,one,B-B.GENE
,year,O
,the,O
,pope,O
,has,O
,had,O
,to,O
,miss,O
,an,O
,audience,O
,due,O
,to,O
,illness,O
,.,O
Sentence: 2930,John,B-B.GENE
,Paul,I-I.GENE
,began,O
,to,O
,fall,O
,ill,O
,on,O
,Sunday,B-B.GENE
,",",O
,and,O
,doctors,O
,advised,O
,him,O
,to,O
,cut,O
,back,O
,on,O
,his,O
,activities,O
,.,O
Sentence: 2931,The,O
,Vatican,O
,Tuesday,B-B.GENE
,issued,O
,a,O
,brief,O
,statement,O
,announcing,O
,the,O
,cancellations,O
,on,O
,the,O
,pope,O
,'s,O
,schedule,O
,",",O
,but,O
,did,O
,not,O
,release,O
,any,O
,specific,O
,information,O
,about,O
,his,O
,condition,O
,.,O
Sentence: 2932,The,O
,increasingly,O
,frail,O
,",",O
,84-year-old,O
,pope,O
,suffers,O
,from,O
,Parkinson,B-B.GENE
,'s,O
,disease,O
,and,O
,arthritis,O
,",",O
,but,O
,continues,O
,to,O
,maintain,O
,a,O
,full,O
,travel,O
,schedule,O
,",",O
,hold,O
,audiences,O
,and,O
,perform,O
,his,O
,papal,O
,duties,O
,.,O
Sentence: 2933,President,B-B.GENE
,Bush,I-I.GENE
,has,O
,called,O
,on,O
,Congress,B-B.GENE
,to,O
,make,O
,his,O
,tax,O
,cuts,O
,permanent,O
,",",O
,saying,O
,they,O
,will,O
,keep,O
,the,O
,economy,O
,on,O
,track,O
,to,O
,cut,O
,the,O
,deficit,O
,in,O
,half,O
,by,O
,2009,B-B.GENE
,.,O
Sentence: 2934,In,O
,a,O
,radio,O
,address,O
,to,O
,the,O
,nation,O
,Saturday,B-B.GENE
,",",O
,Mr.,B-B.GENE
,Bush,I-I.GENE
,said,O
,some,O
,Democrats,O
,in,O
,Congress,B-B.GENE
,want,O
,to,O
,repeal,O
,the,O
,tax,O
,cuts,O
,or,O
,let,O
,them,O
,expire,O
,over,O
,the,O
,next,O
,few,B-B.GENE
,years,O
,.,O
Sentence: 2935,Mr.,B-B.GENE
,Bush,I-I.GENE
,said,O
,the,O
,cuts,O
,instituted,O
,in,O
,2001,B-B.GENE
,have,O
,put,O
,$,O
,880,O
,billion,O
,back,O
,into,O
,the,O
,hands,O
,of,O
,American,B-B.GENE
,citizens,O
,.,O
Sentence: 2936,He,O
,said,O
,giving,O
,citizens,O
,more,O
,spending,O
,power,O
,helps,O
,the,O
,economy,O
,grow,O
,.,O
Sentence: 2937,Mr.,B-B.GENE
,Bush,I-I.GENE
,said,O
,eliminating,O
,the,O
,tax,O
,cuts,O
,will,O
,present,O
,American,B-B.GENE
,families,O
,with,O
,a,O
,big,O
,tax,O
,increase,O
,that,O
,they,O
,do,O
,not,O
,expect,O
,and,O
,will,O
,not,O
,want,O
,.,O
Sentence: 2938,Israel,B-B.GENE
,completed,O
,its,O
,handover,O
,of,O
,the,O
,West,B-B.GENE
,Bank,I-I.GENE
,town,O
,of,O
,Tulkarem,B-B.GENE
,to,O
,the,O
,Palestinians,B-B.GENE
,Tuesday,B-B.GENE
,.,O
Sentence: 2939,Tulkarem,B-B.GENE
,is,O
,the,O
,second,O
,town,O
,transferred,O
,to,O
,the,O
,Palestinians,B-B.GENE
,",",O
,after,O
,Jericho,B-B.GENE
,last,O
,week,O
,.,O
Sentence: 2940,The,O
,transfer,O
,of,O
,five,O
,West,B-B.GENE
,Bank,I-I.GENE
,towns,O
,is,O
,one,O
,of,O
,the,O
,steps,O
,Israeli,B-B.GENE
,and,O
,Palestinian,B-B.GENE
,leaders,O
,agreed,O
,to,O
,at,O
,a,O
,summit,O
,in,O
,Egypt,B-B.GENE
,last,O
,month,O
,.,O
Sentence: 2941,Israel,B-B.GENE
,has,O
,yet,O
,to,O
,hand,O
,over,O
,three,O
,other,O
,towns,O
,-,O
,Qalqiliya,B-B.GENE
,",",O
,Bethlehem,B-B.GENE
,and,O
,Ramallah,B-B.GENE
,.,O
Sentence: 2942,Meanwhile,O
,",",O
,Israel,B-B.GENE
,confirmed,O
,plans,O
,to,O
,build,O
,"3,500",O
,new,O
,homes,O
,in,O
,Maale,B-B.GENE
,Adumin,I-I.GENE
,",",O
,the,O
,largest,O
,Jewish,O
,settlement,O
,in,O
,the,O
,West,B-B.GENE
,Bank,I-I.GENE
,.,O
Sentence: 2943,Palestinians,B-B.GENE
,condemned,O
,the,O
,move,O
,as,O
,a,O
,violation,O
,of,O
,the,O
,internationally-backed,O
,"""",O
,Road,O
,Map,O
,"""",O
,peace,O
,plan,O
,and,O
,said,O
,it,O
,threatens,O
,the,O
,newly-energized,O
,Middle,B-B.GENE
,East,I-I.GENE
,peace,O
,process,O
,.,O
Sentence: 2944,The,O
,peace,O
,plan,O
,calls,O
,on,O
,Israel,B-B.GENE
,to,O
,freeze,O
,its,O
,settlement,O
,activity,O
,in,O
,the,O
,West,B-B.GENE
,Bank,I-I.GENE
,.,O
Sentence: 2945,It,O
,also,O
,requires,O
,the,O
,Palestinians,B-B.GENE
,to,O
,dismantle,O
,militant,O
,groups,O
,.,O
Sentence: 2946,A,O
,group,O
,of,O
,armed,O
,men,O
,stormed,O
,into,O
,a,O
,bar,O
,in,O
,western,B-B.GENE
,Mexico,I-I.GENE
,and,O
,threw,O
,five,O
,human,O
,heads,O
,on,O
,the,O
,floor,O
,in,O
,an,O
,incident,O
,apparently,O
,linked,O
,to,O
,illegal,O
,drug,O
,trafficking,O
,.,O
Sentence: 2947,Witnesses,O
,say,O
,the,O
,20,O
,men,O
,fired,O
,shots,O
,in,O
,the,O
,air,O
,as,O
,they,O
,entered,O
,the,O
,bar,O
,in,O
,Michoacan,B-B.GENE
,state,O
,before,O
,dawn,O
,Wednesday,B-B.GENE
,.,O
Sentence: 2948,The,O
,group,O
,also,O
,left,O
,a,O
,note,O
,saying,O
,the,O
,killings,O
,were,O
,part,O
,of,O
,what,O
,it,O
,called,O
,"""",O
,divine,O
,justice,O
,.,O
,"""",O
Sentence: 2949,Officials,O
,say,O
,relatives,O
,of,O
,three,O
,of,O
,the,O
,victims,O
,had,O
,identified,O
,their,O
,bodies,O
,and,O
,claimed,O
,they,O
,were,O
,not,O
,connected,O
,to,O
,illegal,O
,drug,O
,gangs,O
,.,O
Sentence: 2950,Mexican,B-B.GENE
,police,O
,have,O
,found,O
,several,O
,victims,O
,from,O
,similar,O
,attacks,O
,earlier,O
,this,O
,year,O
,.,O
Sentence: 2951,Mexico,B-B.GENE
,'s,O
,President-elect,O
,Felipe,B-B.GENE
,Calderon,I-I.GENE
,has,O
,vowed,O
,to,O
,crack,O
,down,O
,on,O
,violent,O
,crime,O
,when,O
,he,O
,takes,O
,office,O
,in,O
,December,B-B.GENE
,.,O
Sentence: 2952,Pakistani,B-B.GENE
,authorities,O
,say,O
,at,O
,least,O
,18,O
,women,O
,and,O
,children,O
,were,O
,killed,O
,in,O
,a,O
,stampede,O
,in,O
,the,O
,southern,O
,city,O
,of,O
,Karachi,B-B.GENE
,",",O
,where,O
,they,O
,were,O
,waiting,O
,to,O
,get,O
,free,O
,flour,O
,.,O
Sentence: 2953,Medical,O
,officials,O
,say,O
,at,O
,least,O
,25,O
,others,O
,were,O
,injured,O
,in,O
,the,O
,crush,O
,in,O
,the,O
,city,O
,'s,O
,crowded,O
,Khori,O
,Garden,O
,neighborhood,O
,.,O
Sentence: 2954,A,O
,private,O
,charity,O
,group,O
,was,O
,giving,O
,out,O
,the,O
,flour,O
,in,O
,honor,O
,of,O
,the,O
,Muslim,B-B.GENE
,holy,I-I.GENE
,month,O
,of,B-B.GENE
,Ramadan,I-I.GENE
,.,O
Sentence: 2955,Dozens,O
,of,O
,impoverished,O
,women,O
,and,O
,children,O
,had,O
,gathered,O
,in,O
,the,O
,narrow,O
,lanes,O
,and,O
,alleys,O
,outside,O
,the,O
,distribution,O
,point,O
,.,O
Sentence: 2956,Witnesses,O
,say,O
,some,O
,people,O
,on,O
,line,O
,started,O
,pushing,O
,",",O
,and,O
,panic,O
,ensued,O
,when,O
,a,O
,security,O
,guard,O
,used,O
,force,O
,to,O
,restore,O
,order,O
,.,O
Sentence: 2957,Officials,O
,say,O
,most,O
,of,O
,the,O
,victims,O
,died,O
,of,O
,suffocation,O
,.,O
Sentence: 2958,Pakistani,B-B.GENE
,Prime,B-B.GENE
